region_name,region_type,period_begin,period_end,duration,total_homes_sold,total_homes_sold_yoy,average_homes_sold,average_homes_sold_yoy,total_homes_sold_with_price_drops,total_homes_sold_with_price_drops_yoy,average_homes_sold_with_price_drops,average_homes_sold_with_price_drops_yoy,percent_homes_sold_with_price_drops,percent_homes_sold_with_price_drops_yoy,median_sale_price,median_sale_price_yoy,median_sale_ppsf,median_sale_ppsf_yoy,median_days_to_close,median_days_to_close_yoy,price_drops,price_drops_yoy,percent_active_listings_with_price_drops,percent_active_listings_with_price_drops_yoy,pending_sales,pending_sales_yoy,median_pending_sqft,median_pending_sqft_yoy,off_market_in_two_weeks,off_market_in_two_weeks_yoy,off_market_in_one_week,off_market_in_one_week_yoy,percent_off_market_in_two_weeks,percent_off_market_in_two_weeks_yoy,percent_off_market_in_one_week,percent_off_market_in_one_week_yoy,total_new_listings,total_new_listings_yoy,average_new_listings,average_new_listings_yoy,median_new_listing_price,median_new_listing_price_yoy,median_new_listing_ppsf,median_new_listing_ppsf_yoy,inventory,inventory_yoy,total_active_listings,total_active_listings_yoy,active_listings,active_listings_yoy,age_of_inventory,age_of_inventory_yoy,homes_delisted,homes_delisted_yoy,percent_active_listings_delisted,percent_active_listings_delisted_yoy,median_active_list_price,median_active_list_price_yoy,median_active_list_ppsf,median_active_list_ppsf_yoy,average_of_median_list_price_amount,average_of_median_list_price_amount_yoy,average_of_median_offer_price_amount,average_of_median_offer_price_amount_yoy,avg_offer_to_list,avg_offer_to_list_yoy,average_sale_to_list_ratio,average_sale_to_list_ratio_yoy,median_days_on_market,median_days_on_market_yoy,pending_sales_to_sales_ratio,pending_sales_to_sales_ratio_yoy,months_of_supply,months_of_supply_yoy,average_pending_sales_listing_updates,average_pending_sales_listing_updates_yoy,percent_total_price_drops_of_inventory,percent_total_price_drops_of_inventory_yoy,last_updated
"New York County, NY",county,3/30/2020,4/26/2020,4 weeks,292,-0.581661891,73,-0.58045977,11,-0.476190476,2,-0.6,0.038830905,0.00875129,1452500,0.072470189,1497.576999,0.022800702,0,0,11,-0.807017544,0.001648679,-0.004510525,7,-0.78125,1219.5,0.232316087,0,-1,0,-1,0.125,0.059907407,0.125,0.068240741,176,-0.892944039,44,-0.892944039,1549000,0.011591837,1512.242182,0.038024842,7028,-0.229385965,28472,-0.237289044,7118,-0.237248178,151.2,44.7,43,-0.367647059,0.006031662,-0.001272077,1442750,-0.024465282,1433.460559,-0.02666357,,,,,,,0.996762554,-0.000491608,262.2,9.2,0.100371578,-0.086121135,98.127606,44.35510547,10,-0.444444444,0.006687536,-0.018531763,3/10/2021 14:56
"New York County, NY",county,4/6/2020,5/3/2020,4 weeks,344,-0.540106952,86,-0.540106952,14,-0.333333333,3,-0.4,0.040849841,0.011805023,1373750,0.044336344,1454.870431,0.019660077,0,0,13,-0.723404255,0.001904435,-0.003115937,6,-0.727272727,1232,0.191950464,0,-1,0,-1,0.125,0.049935897,0.125,0.058269231,208,-0.8637852,52,-0.86351706,1486500,0.015629003,1549.280985,0.092594196,6892,-0.251601694,27934,-0.256758195,6983,-0.256811409,153,52.8,40,-0.272727273,0.005776437,-0.000135641,1434500,-0.031949186,1432.403773,-0.02571709,,,,,,,0.998079742,0.000690774,273.5,16,0.079578856,-0.041052493,88.2650329,37.41432933,8,-0.428571429,0.007690075,-0.012724736,3/10/2021 14:56
"New York County, NY",county,4/13/2020,5/10/2020,4 weeks,358,-0.518169583,89,-0.518918919,16,0,4,0,0.046467819,0.023735131,1292500,-0.023462365,1364.552468,-0.068341725,0,0,14,-0.621621622,0.002080824,-0.001878773,4,-0.777777778,1671.6,0.68236715,0,-1,0,-1,0.125,0.053857466,0.125,0.068563348,247,-0.838562092,61,-0.840314136,1314000,-0.115077027,1467.724712,0.034431163,6772,-0.272688218,27431,-0.27735188,6857,-0.277373801,154.5,55.8,35,-0.31372549,0.005109736,-0.00035645,1422250,-0.042638643,1431.65794,-0.025657073,,,,,,,0.997651245,0.000502128,260.8,10.2,0.055196833,-0.049498866,83.09413403,31.44777162,4,-0.666666667,0.008417011,-0.007585566,3/10/2021 14:56
"New York County, NY",county,4/20/2020,5/17/2020,4 weeks,384,-0.508322663,96,-0.507692308,17,0.545454545,4,1,0.045395452,0.030621436,1262325,-0.022252134,1330.857381,-0.064461504,0,0,12,-0.586206897,0.001892181,-0.001167451,4,-0.764705882,1521.1,0.540978624,0,-1,0,,0.125,0.063857466,0.125,0.078563348,288,-0.824924012,72,-0.824817518,1265250,-0.112027371,1404.074821,0.004234806,6647,-0.296390388,26940,-0.300059757,6735,-0.300041571,154.5,57.3,35,-0.285714286,0.005189139,7.38E-05,1411500,-0.052150969,1431.030932,-0.024135787,,,,,,,0.99726159,-7.53E-05,252.3,12.2,0.042224646,-0.049003117,75.50443567,25.88536014,3,-0.727272727,0.007672634,-0.00471225,3/10/2021 14:56
"New York County, NY",county,4/27/2020,5/24/2020,4 weeks,432,-0.457286432,108,-0.457286432,16,1.666666667,4,3,0.036279192,0.028933021,1194825,-0.064022924,1297.925479,-0.066147073,0,0,13,-0.754716981,0.002064497,-0.00336763,5,-0.75,1574.8,0.627363852,0,,0,,0,-0.048642534,0,-0.033936652,359,-0.752413793,89,-0.754143646,1229625,-0.112704641,1362.385888,-0.018452161,6539,-0.314426505,26557,-0.317002289,6639,-0.316975309,152,56,39,-0.290909091,0.005861422,0.000200942,1402750,-0.057881251,1430.647999,-0.021898702,,,,,,,0.997962431,0.000435237,247.3,10.2,0.048874152,-0.057468683,62.7842512,13.74919284,4,-0.733333333,0.008411072,-0.013920654,3/10/2021 14:56
"New York County, NY",county,5/4/2020,5/31/2020,4 weeks,423,-0.456298201,105,-0.458762887,14,1.8,3,2,0.033065513,0.026663,1101075,-0.157195457,1263.37892,-0.098001694,0,0,13,-0.793650794,0.001985334,-0.004421133,5,-0.782608696,1511.6,0.365492322,0,,0,,0,-0.029411765,0,-0.014705882,412,-0.700581395,103,-0.700581395,1198500,-0.120971808,1315.226355,-0.047796241,6456,-0.3275,26215,-0.330925704,6553,-0.330985197,150.2,54.7,35,-0.46969697,0.005430284,-0.001293227,1397250,-0.060527006,1430.272702,-0.019958197,699000,-0.767,650000,-0.767857143,0.929899857,-0.003433476,0.997598316,-0.000149855,250.5,18.8,0.047813032,-0.072447318,63.02204832,12.61503803,5,-0.722222222,0.008054523,-0.018195477,3/10/2021 14:56
"New York County, NY",county,5/11/2020,6/7/2020,4 weeks,444,-0.445692884,111,-0.445,14,1,3,2,0.03199299,0.023404188,1077950,-0.150930786,1279.063031,-0.048624687,0,0,13,-0.805970149,0.002042603,-0.004761103,5,-0.791666667,1003.8,-0.138590921,0,,0,,0.083333333,0.072463768,0.083333333,0.072463768,530,-0.602996255,132,-0.603603604,1248750,-0.057769394,1316.112633,-0.062899564,6386,-0.338649544,25989,-0.340414192,6497,-0.340406091,148.5,52.8,41,-0.349206349,0.00631751,-0.000129745,1396000,-0.05501364,1429.507506,-0.018703718,662000,-0.779333333,600000,-0.785714286,0.904949928,-0.028383405,0.998597924,0.000105961,241,15.7,0.049013236,-0.075855883,58.93476537,9.618573884,6,-0.647058824,0.008299405,-0.019455359,3/10/2021 14:56
"New York County, NY",county,5/18/2020,6/14/2020,4 weeks,453,-0.459427208,113,-0.459330144,11,0.222222222,2,0,0.023996357,0.013500076,1026250,-0.184426305,1272.798926,-0.049083946,0,0,15,-0.835164835,0.002362389,-0.006890587,5,-0.807692308,1155.6,-0.090937697,0,,0,,0.083333333,0.05394525,0.083333333,0.063204509,614,-0.50483871,153,-0.506451613,1313750,0.015213716,1328.054192,-0.055351463,6347,-0.343164649,25837,-0.347006344,6459,-0.346982105,148,52,40,-0.518072289,0.006227677,-0.002186865,1396000,-0.048573201,1426.162948,-0.020368056,707966.666,-0.764011111,658666.666,-0.764761905,0.926673707,-0.006659626,0.999007389,0.001135916,248.1,26.3,0.048381923,-0.079972919,57.2005482,9.605007659,7,-0.666666667,0.00961084,-0.028265596,3/10/2021 14:56
"New York County, NY",county,5/25/2020,6/21/2020,4 weeks,477,-0.476973684,119,-0.478070175,12,-0.25,3,-0.25,0.024647008,0.007802505,1038749.7,-0.225430249,1288.260773,-0.076302825,0,0,17,-0.75,0.002711915,-0.004198422,4,-0.857142857,1121.8,-0.1313976,0,-1,0,,0.111111111,0.063430344,0.111111111,0.084884726,746,-0.409342835,186,-0.40952381,1315000,0.04210005,1302.786068,-0.063684442,6340,-0.343889061,25800,-0.348419032,6450,-0.348419032,149.5,52.5,38,-0.512820513,0.005890598,-0.002034376,1397000,-0.041509434,1422.866616,-0.021191485,707966.666,-0.067237594,658666.666,-0.096479196,0.926673707,-0.033800601,0.998227758,-0.0002166,252.1,34.8,0.034479201,-0.088943879,54.51861627,10.65907655,7,-0.5625,0.011041009,-0.017314574,3/10/2021 14:56
"New York County, NY",county,6/1/2020,6/28/2020,4 weeks,510,-0.557291667,127,-0.559027778,11,-0.592592593,2,-0.666666667,0.021359562,-0.000375568,1012674.7,-0.398639229,1262.777115,-0.166619169,0,0,19,-0.720588235,0.002913749,-0.004014484,3,-0.933333333,1089.1,-0.140749507,1,-0.5,1,0,0.444444444,0.385652567,0.333333333,0.301551392,993,-0.099728015,248,-0.098181818,1338750,0.077898551,1339.09872,-0.035965854,6398,-0.332916276,26040,-0.340308565,6510,-0.340291852,150.7,52,36,-0.56097561,0.005532168,-0.002827434,1397875,-0.035782031,1421.064297,-0.020464216,712450,-0.061330698,663000,-0.090534979,0.925060633,-0.035413676,0.998049761,-9.56E-05,257.2,52.2,0.024719595,-0.12106186,52.16533139,15.1552926,6,-0.6,0.011878712,-0.016689737,3/10/2021 14:56
"New York County, NY",county,6/8/2020,7/5/2020,4 weeks,540,-0.492003763,135,-0.490566038,13,-0.5,3,-0.5,0.023956964,0.001741953,1033299.7,-0.39874189,1247.537412,-0.189039566,0,0,29,-0.567164179,0.004401588,-0.002454146,4,-0.914893617,1036.6,-0.186406091,1,-0.5,1,0,0.388888889,0.340966576,0.277777778,0.256865402,1139,0.258563536,284,0.256637168,1337500,0.088393856,1335.472496,-0.000919475,6501,-0.313951034,26485,-0.321384647,6621,-0.32141027,151.3,50.1,37,-0.588888889,0.005595778,-0.003620623,1398875,-0.027546055,1419.859424,-0.017231512,799900,-0.063348946,776000,-0.075089392,0.970121265,-0.010115889,0.997808817,-0.000578076,259.7,60.4,0.0299144,-0.152614932,49.82458464,5.568717125,7,-0.588235294,0.018151054,-0.010341981,3/10/2021 14:56
"New York County, NY",county,6/15/2020,7/12/2020,4 weeks,536,-0.462387161,134,-0.46184739,15,-0.464285714,3,-0.571428571,0.028942719,0.002611527,1090174.7,-0.328736035,1253.112654,-0.168917562,0,0,39,-0.264150943,0.005669109,9.76E-05,5,-0.901960784,1078.6,-0.120730415,1,-0.666666667,1,0,0.444444444,0.373373984,0.333333333,0.297870693,1423,0.690023753,355,0.69047619,1266250,0.028844201,1318.107867,-0.014764497,6670,-0.286478391,27193,-0.293614921,6798,-0.293640898,151.1,46.9,42,-0.511627907,0.006193008,-0.00278994,1397875,-0.019723001,1417.791298,-0.014441351,,,,,,,0.99782595,-0.000748687,269.8,82.5,0.03988591,-0.175328589,52.09782182,4.600650807,8,-0.5,0.023388306,0.000388734,3/10/2021 14:56
"New York County, NY",county,6/22/2020,7/19/2020,4 weeks,530,-0.42139738,132,-0.423580786,14,-0.363636364,3,-0.4,0.027349265,0.005917084,1132921.7,-0.246006988,1280.405877,-0.111065026,0,0,50,0,0.00705985,0.001708032,7,-0.865384615,1004.8,-0.153496209,1,-0.666666667,1,0,0.351190476,0.287774401,0.25,0.215315772,1594,1.067444877,398,1.072916667,1235000,0.017331205,1321.108796,-0.021398611,6875,-0.252311039,28075,-0.259879261,7018,-0.259938838,149.6,42.4,53,-0.430107527,0.00759166,-0.002309929,1395625,-0.014389124,1414.920924,-0.013578209,,,,,,,0.997880838,-0.000811247,276.1,101.3,0.057046216,-0.184387665,54.36612501,3.361605476,8,-0.466666667,0.029090909,0.007013693,3/10/2021 14:56
"New York County, NY",county,6/29/2020,7/26/2020,4 weeks,473,-0.27675841,118,-0.27607362,13,-0.071428571,3,0,0.027572195,0.006481056,1145746.7,0.043874374,1298.430466,-0.00318486,0,0,59,0.255319149,0.008254204,0.003184478,7,-0.8,1030.6,0.022319214,0,-1,0,-1,0.101190476,0.03698075,0.083333333,0.042299899,1634,1.178666667,408,1.181818182,1196875,-0.010917079,1279.617113,-0.065181697,7101,-0.217002977,28945,-0.223640801,7236,-0.22360515,148.3,37.6,54,-0.419354839,0.00750745,-0.002507751,1384750,-0.013535174,1408.222771,-0.016149321,,,,,,,0.997902371,-0.000611091,286.6,113.5,0.059769146,-0.160072905,62.61779698,4.314247812,8,-0.466666667,0.033657231,0.012817006,3/10/2021 14:56
"New York County, NY",county,7/6/2020,8/2/2020,4 weeks,444,-0.374647887,111,-0.372881356,9,-0.4,2,-0.333333333,0.020429338,-0.000814426,1184496.7,0.128226408,1274.295387,0.002971949,0,0,57,0.036363636,0.007689717,0.001667918,8,-0.757575758,1024.8,0.091025232,0,-1,0,-1,0.05952381,-0.015102584,0.041666667,-0.009783435,1672,0.988109394,418,0.99047619,1129375,-0.070538734,1271.344357,-0.091482388,7337,-0.178111348,29865,-0.188693597,7466,-0.18865464,147.7,34.2,60,-0.433962264,0.0080537,-0.003523196,1372500,-0.021390374,1400.603723,-0.020620742,1135000,0.420525657,1135000,0.474025974,1,0.036295369,0.997026303,0.000181078,282.7,103.2,0.071577382,-0.117739637,67.90104988,16.01630413,7,-0.5,0.031211667,0.00634329,3/10/2021 14:56
"New York County, NY",county,7/13/2020,8/9/2020,4 weeks,420,-0.406779661,105,-0.406779661,11,0,2,0,0.029563953,0.014117043,1093746.7,-0.041098784,1259.990877,-0.055705596,0,0,63,0.285714286,0.00820136,0.002710076,15,-0.5,934.1,0.03939023,0,-1,0,,0.031746032,-0.009834384,0.006944444,-0.020696133,1581,1.001265823,395,1.005076142,1153375,-0.002020921,1294.363915,-0.07047499,7536,-0.142174161,30727,-0.151726803,7681,-0.151739371,146.7,29.7,66,-0.38317757,0.00868954,-0.003122059,1361250,-0.029411765,1395.653163,-0.023540534,1135000,0.420525657,1135000,0.474025974,1,0.036295369,0.997067628,6.11E-05,277.7,95.1,0.169654305,-0.001263261,75.73302103,24.55176365,8,-0.333333333,0.03343949,0.010787242,3/10/2021 14:56
"New York County, NY",county,7/20/2020,8/16/2020,4 weeks,383,-0.466573816,95,-0.469273743,13,-0.071428571,3,0,0.037336957,0.018069586,1023250,-0.122144772,1197.561334,-0.120878062,0,0,59,0.372093023,0.007598156,0.002780252,14,-0.416666667,1025.7,0.15937606,0,-1,0,,0.038888889,-0.003416866,0.031944444,-0.00174062,1515,1.052845528,378,1.054347826,1115875,0.035254552,1281.198453,-0.050116182,7729,-0.107608821,31459,-0.116841189,7864,-0.116900618,139,18.5,63,-0.322580645,0.00804039,-0.002443034,1348750,-0.036607143,1390.055772,-0.026234572,1135000,0.420525657,1135000,0.474025974,1,0.036295369,0.998058124,0.001520158,272.7,92.9,0.169696436,0.035320798,83.46793845,33.77058637,8,-0.333333333,0.0309225,0.011063361,3/10/2021 14:56
"New York County, NY",county,7/27/2020,8/23/2020,4 weeks,358,-0.5,89,-0.502793296,12,-0.076923077,3,0,0.03567029,0.01775078,1097125,-0.093753227,1237.738805,-0.09722547,0,0,64,0.56097561,0.008003601,0.003268451,24,0.090909091,1044.5,0.215948778,1,0,1,0,0.057638889,-0.011223642,0.044444444,-0.015797397,1443,0.934316354,360,0.935483871,1140250,0.070280418,1298.537862,-0.013445601,7883,-0.078011696,32154,-0.085416844,8038,-0.085447719,127.2,3.7,71,-0.244680851,0.008906031,-0.001768209,1341250,-0.041964286,1385.769526,-0.027797392,1135000,,1135000,,1,,0.996362792,0.000616684,255.2,66.7,0.295529769,0.172243719,92.08877179,42.90741648,10,-0.090909091,0.032728657,0.013196493,3/10/2021 14:56
"New York County, NY",county,8/3/2020,8/30/2020,4 weeks,338,-0.555263158,84,-0.557894737,13,-0.277777778,3,-0.25,0.038417543,0.015769355,1100875,-0.112197581,1262.742864,-0.083015757,0,0,61,0.848484848,0.007516344,0.003695617,30,0.2,1024.5,0.138333333,1,0,1,0,0.06499183,-0.007342923,0.044444444,-0.019269619,1364,0.951359084,341,0.959770115,1177750,0.135454326,1290.989189,0.000744355,8017,-0.045481605,32696,-0.058511864,8174,-0.058511864,113.2,-13.3,69,-0.405172414,0.00847826,-0.004987872,1334125,-0.047053571,1380.903985,-0.030711023,,,,,,,0.996842558,0.000621334,266.5,76.7,0.36641384,0.236271814,97.44027164,51.13501037,12,0.090909091,0.03056006,0.014724841,3/10/2021 14:56
